"Story","Title","Result","Date","Stability","Duration (s)"
"Add productos en NinjaStore","validar adiccion de productos en carrito de compras en NinjaStore","SUCCESS","2018-11-23T13:17:02-05:00[America/Bogota]","0.0","119.71"
